order,wll
111,5529.84
111,5530.49
111,5533.37
111,5537.31
111,5538.06
111,5539.73
111,5547.29
111,5548.51
110,5537.31
110,5539.73
110,5545.33
110,5547.29
110,5548.51
110,5549.58
110,5551.22
110,5552.97
110,5558.65
110,5562.68
110,5566.87
110,5568.37
110,5568.88
110,5569.34
110,5571.6
110,5575.47
110,5577.23
110,5577.88
110,5579.42
110,5580.07
110,5580.42
109,5579.42
109,5580.07
109,5593.44
109,5598.68
109,5601.75
109,5602.83
109,5608.24
109,5609.72
109,5611.8
109,5620.91
109,5621.38
109,5624.53
109,5626.98
109,5628.99
109,5629.71
109,5630.31
109,5631.0
109,5632.38
109,5633.25
109,5634.32
109,5641.38
109,5643.23
109,5643.5
109,5649.94
108,5624.53
108,5629.71
108,5631.0
108,5632.38
108,5633.25
108,5648.32
108,5649.94
108,5653.57
108,5654.9
108,5655.13
108,5665.23
108,5672.83
108,5677.71
108,5679.99
108,5680.26
108,5680.88
108,5683.26
108,5683.63
108,5688.67
108,5689.92
108,5697.66
108,5699.1
108,5700.83
107,5697.66
107,5699.1
107,5702.46
107,5709.81
107,5719.19
107,5722.05
107,5722.31
107,5725.97
107,5731.81
107,5733.7
107,5736.23
107,5739.62
107,5740.19
107,5742.55
106,5748.27
106,5755.61
106,5767.96
106,5769.3
106,5769.9
106,5775.72
106,5778.89
106,5780.05
106,5780.47
106,5781.44
106,5784.61
106,5788.62
106,5791.25
106,5795.57
105,5813.71
105,5816.53
105,5817.28
105,5833.43
105,5834.93
105,5835.6
105,5838.34
105,5850.78
105,5860.68
105,5865.34
105,5869.67
105,5871.36
105,5872.56
104,5850.78
104,5860.68
104,5861.72
104,5862.07
104,5871.36
104,5872.36
104,5872.56
104,5898.85
104,5901.86
104,5903.09
104,5903.54
104,5920.89
103,5901.86
103,5936.49
103,5938.38
103,5942.31
103,5945.06
103,5949.83
103,5953.29
103,5953.68
103,5956.82
102,5990.25
102,5995.96
102,6011.81
102,6012.14
102,6020.35
102,6033.61
102,6042.25
102,6044.34
101,6020.35
101,6042.4
101,6044.34
101,6047.52
101,6049.67
101,6071.87
101,6074.39
101,6079.8
101,6089.39
100,6071.87
100,6079.8
100,6082.07
100,6095.57
100,6107.63
100,6118.36
100,6125.29
100,6126.4
100,6134.76
100,6140.48
100,6149.38
100,6149.63
100,6163.68
99,6149.63
99,6168.5
99,6174.32
99,6175.61
99,6181.12
99,6192.54
99,6193.42
99,6196.95
99,6212.22
99,6213.48
99,6216.06
99,6216.35
99,6224.18
99,6225.98
98,6213.48
98,6231.36
98,6231.8
98,6234.02
98,6241.17
98,6244.08
98,6250.2
98,6252.93
98,6255.38
98,6255.6
98,6256.84
98,6258.17
98,6258.44
98,6258.69
98,6259.61
98,6270.41
98,6272.3
98,6276.23
98,6279.92
98,6281.34
98,6284.31
98,6285.62
98,6286.32
98,6290.16
97,6255.38
97,6258.45
97,6258.7
97,6262.96
97,6265.67
97,6275.85
97,6276.23
97,6281.34
97,6284.31
97,6285.62
97,6287.73
97,6295.72
97,6296.45
97,6297.62
97,6308.71
97,6310.47
97,6314.44
97,6323.01
97,6324.12
97,6325.85
97,6326.2
97,6327.49
97,6329.14
97,6340.49
97,6344.26
97,6345.46
97,6349.81
97,6351.79
97,6355.18
97,6356.65
97,6357.28
96,6323.01
96,6329.14
96,6342.08
96,6344.26
96,6344.48
96,6345.11
96,6345.47
96,6349.62
96,6349.81
96,6351.58
96,6352.8
96,6354.56
96,6355.18
96,6356.13
96,6356.65
96,6357.29
96,6359.38
96,6360.34
96,6361.94
96,6362.49
96,6362.88
96,6363.2
96,6366.23
96,6369.42
96,6370.88
96,6373.46
96,6374.75
96,6375.91
96,6376.24
96,6376.49
96,6376.76
96,6378.26
96,6378.49
96,6382.21
96,6390.39
96,6395.37
96,6406.23
96,6418.65
96,6419.44
95,6390.39
95,6409.66
95,6424.28
95,6425.44
95,6426.05
95,6426.25
95,6426.65
95,6427.22
95,6438.02
95,6438.22
95,6442.43
95,6448.99
95,6449.54
95,6450.36
95,6454.47
95,6456.65
95,6460.74
95,6462.13
95,6478.71
95,6489.06
94,6462.13
94,6469.29
94,6476.99
94,6493.14
94,6495.05
94,6497.6
94,6497.91
94,6501.53
94,6517.22
94,6532.95
94,6536.16
94,6539.31
94,6543.65
94,6549.18
94,6553.36
94,6555.82
93,6524.97
93,6536.16
93,6549.18
93,6562.44
93,6563.06
93,6563.38
93,6564.98
93,6569.27
93,6575.64
93,6582.46
93,6583.28
93,6589.66
93,6591.88
93,6594.1
93,6594.54
93,6603.49
93,6621.43
93,6625.95
92,6615.48
92,6623.24
92,6625.95
92,6630.48
92,6635.86
92,6636.81
92,6638.17
92,6639.34
92,6644.18
92,6651.03
92,6655.2
92,6655.68
92,6657.83
92,6661.59
92,6663.28
92,6666.4
92,6666.87
92,6675.24
92,6687.78
92,6690.25
92,6696.08
91,6687.78
91,6690.25
91,6698.85
91,6703.72
91,6708.96
91,6711.66
91,6712.43
91,6712.98
91,6723.42
91,6723.96
91,6726.11
91,6735.0
91,6740.26
91,6744.34
91,6748.22
91,6772.54
91,6772.87
90,6735.01
90,6772.54
90,6772.87
90,6781.31
90,6786.23
90,6787.45
90,6787.92
90,6795.64
90,6797.04
90,6798.32
90,6800.6
90,6800.86
90,6806.59
90,6816.1
90,6817.8
90,6849.27
89,6849.27
89,6856.08
89,6859.69
89,6861.73
89,6864.42
89,6867.3
89,6868.97
89,6874.45
89,6876.89
89,6877.18
89,6890.11
89,6895.92
89,6896.47
89,6902.11
89,6916.81
89,6918.38
89,6925.64
89,6927.18
89,6927.83
88,6902.11
88,6922.47
88,6925.64
88,6927.18
88,6936.96
88,6947.12
88,6947.35
88,6960.02
88,6960.4
88,6968.82
87,6968.82
87,6989.65
87,6991.08
87,7009.27
87,7015.69
87,7019.47
87,7021.53
87,7028.93
87,7029.36
87,7030.5
87,7032.64
87,7045.71
87,7057.2
87,7057.89
87,7077.35
86,7057.2
86,7063.66
86,7086.65
86,7096.85
86,7100.05
86,7101.33
86,7105.93
86,7110.06
86,7121.91
86,7122.11
86,7122.65
86,7134.98
86,7142.17
86,7151.18
86,7152.07
86,7155.97
86,7158.68
86,7160.03
86,7168.83
85,7142.17
85,7158.68
85,7171.26
85,7174.08
85,7177.93
85,7179.17
85,7185.45
85,7191.8
85,7197.93
85,7216.25
85,7219.51
85,7220.01
85,7220.25
85,7222.28
85,7222.54
85,7227.17
85,7233.33
85,7238.99
85,7251.4
85,7252.6
84,7216.25
84,7219.51
84,7222.28
84,7226.9
84,7238.99
84,7251.4
84,7252.6
84,7253.93
84,7268.86
84,7284.46
84,7286.45
84,7288.92
84,7293.41
84,7300.36
84,7301.85
84,7311.09
84,7314.29
84,7316.56
84,7324.79
84,7325.19
83,7311.09
83,7324.79
83,7325.2
83,7333.27
83,7341.09
83,7346.83
83,7348.15
83,7353.65
83,7355.62
83,7359.41
83,7359.68
83,7367.26
83,7367.66
83,7368.63
83,7372.56
83,7372.94
83,7375.0
83,7391.96
83,7393.02
83,7393.26
83,7394.69
83,7402.13
83,7410.4
82,7408.48
82,7436.45
82,7446.53
82,7454.71
82,7459.31
82,7459.54
82,7470.45
82,7471.64
82,7477.67
82,7487.33
82,7489.65
82,7495.05
82,7509.4
81,7487.33
81,7509.4
81,7550.01
81,7556.06
81,7557.3
81,7558.86
81,7559.24
81,7563.33
81,7566.99
81,7570.39
81,7576.58
81,7578.68
81,7586.34
81,7589.24
81,7589.65
80,7585.86
80,7615.29
80,7626.02
80,7645.38
80,7655.74
80,7657.26
80,7662.95
80,7665.83
80,7666.16
80,7666.7
80,7667.01
80,7668.08
80,7671.81
80,7678.93
80,7680.28
80,7684.41
80,7689.14
80,7694.45
80,7701.09
80,7703.81
79,7675.92
79,7714.43
79,7732.79
79,7738.4
79,7745.48
79,7748.18
79,7748.65
79,7752.75
79,7758.73
79,7766.54
79,7767.29
79,7768.11
79,7774.09
79,7793.2
79,7800.36
78,7774.09
78,7793.2
78,7797.37
78,7800.36
78,7808.68
78,7814.84
78,7824.04
78,7828.26
78,7830.06
78,7830.53
78,7831.42
78,7833.86
78,7839.87
78,7850.43
78,7854.98
78,7861.26
78,7865.68
78,7880.4
78,7888.02
78,7899.96
77,7896.59
77,7912.26
77,7917.37
77,7920.28
77,7924.31
77,7924.81
77,7930.06
77,7930.45
77,7935.95
77,7937.17
77,7953.03
77,7954.68
77,7960.95
77,7963.24
77,7967.9
77,7974.99
77,7982.04
77,7983.92
77,7990.57
77,8002.99
76,7978.55
76,8002.99
76,8025.08
76,8037.92
76,8038.48
76,8039.55
76,8049.6
76,8053.04
76,8058.39
76,8058.82
76,8059.21
76,8065.02
76,8069.04
76,8087.06
76,8089.01
76,8097.52
76,8111.84
75,8111.84
75,8125.99
75,8148.39
75,8158.2
75,8158.55
75,8159.27
75,8164.59
75,8175.27
75,8178.45
75,8185.51
75,8187.81
75,8189.73
75,8211.36
75,8214.51
74,8214.51
74,8229.61
74,8230.24
74,8234.21
74,8254.38
74,8259.25
74,8274.59
74,8293.55
74,8314.82
74,8323.71
74,8331.06
73,8393.24
69,8820.92
69,8905.3
68,8995.72
66,9272.78
66,9292.53
113,5403.39
111,5513.03
110,5565.34
110,5572.21
110,5582.77
110,5583.15
109,5614.82
109,5618.13
109,5641.87
108,5659.08
108,5696.76
107,5692.92
107,5696.76
107,5704.43
107,5708.27
107,5716.81
107,5718.46
107,5742.91
106,5766.98
106,5772.66
106,5793.35
106,5800.14
105,5798.13
105,5800.14
105,5822.23
105,5837.64
104,5858.07
104,5865.03
104,5906.76
103,5939.02
103,5941.64
103,5973.16
102,5958.51
102,5970.43
102,5973.16
102,5984.53
102,6005.24
102,6005.4
102,6026.39
101,6032.87
101,6036.26
101,6046.69
100,6101.41
100,6103.17
100,6103.47
100,6112.38
100,6129.47
99,6155.38
99,6166.22
99,6184.83
99,6186.0
99,6203.69
99,6205.09
99,6217.09
98,6203.69
98,6217.09
98,6229.08
98,6239.92
96,6394.53
96,6411.63
95,6411.63
95,6463.44
95,6463.72
94,6450.94
94,6463.72
94,6466.77
94,6488.44
94,6488.83
94,6520.75
94,6537.07
94,6544.79
94,6547.54
93,6546.3
93,6580.61
93,6609.15
93,6623.61
92,6622.36
92,6627.13
92,6632.01
92,6649.63
91,6699.56
91,6729.83
91,6740.03
91,6750.15
91,6753.5
90,6753.5
90,6778.76
89,6822.65
89,6851.4
89,6866.46
89,6875.32
89,6878.64
89,6898.96
89,6905.66
89,6917.18
89,6921.56
88,6919.79
88,6944.35
88,6957.85
87,7006.83
87,7010.35
87,7017.63
87,7055.86
87,7076.73
87,7080.66
85,7132.03
85,7193.04
85,7200.03
84,7306.68
83,7351.14
82,7432.32
82,7445.84
82,7454.04
81,7526.54
80,7630.15
80,7672.98
79,7720.92
79,7763.99
78,7873.16
77,7873.16
77,7920.99
76,8037.01
76,8048.99
76,8076.26
74,8241.89
74,8280.13
73,8381.55
73,8389.51
72,8498.43
72,8503.94
71,8541.14
71,8567.5
70,8794.76
69,8794.76
69,8855.71
69,8931.83
69,8932.1
68,9029.35
67,9055.22
67,9082.58
67,9116.05
67,9151.01
66,9222.51
66,9260.24
66,9269.05
66,9322.01
65,9440.79
64,9588.47
64,9597.7
64,9601.97
63,9655.9
63,9700.06
63,9715.78
63,9749.68
108,5664.65
106,5749.7
105,5853.63
104,5853.63
104,5855.53
104,5865.34
104,5869.67
103,5903.54
102,5976.42
102,6001.84
102,6010.52
101,6068.9
101,6076.55
101,6082.07
100,6144.03
99,6144.03
99,6151.78
99,6163.68
99,6183.1
99,6218.58
98,6265.67
98,6281.92
97,6270.41
97,6272.3
97,6281.35
97,6281.92
97,6286.32
97,6300.99
97,6320.36
97,6321.23
97,6324.11
97,6325.46
97,6329.72
97,6334.01
96,6365.91
96,6380.12
96,6385.34
96,6388.6
95,6406.23
95,6419.44
95,6443.13
95,6469.29
93,6568.63
92,6624.67
91,6719.82
91,6722.61
89,6881.0
88,6927.83
88,6929.52
88,6934.36
88,6959.75
87,7025.51
87,7028.24
87,7056.42
87,7075.54
86,7110.05
86,7113.42
86,7115.09
84,7220.01
82,7440.26
79,7701.08
73,8393.23
118,5188.78
118,5195.9
118,5197.26
118,5200.25
118,5200.61
117,5212.68
117,5220.56
117,5240.27
117,5241.01
117,5241.66
117,5249.12
117,5259.82
116,5259.82
116,5261.57
116,5268.18
116,5274.39
116,5282.54
116,5295.87
116,5297.75
116,5299.22
115,5297.75
115,5302.0
115,5313.48
115,5314.01
115,5318.97
115,5326.91
115,5328.46
115,5345.07
115,5349.46
114,5349.46
114,5352.61
114,5362.65
114,5364.07
114,5370.77
114,5370.94
114,5372.2
114,5374.2
114,5376.32
114,5377.63
114,5380.33
114,5380.61
114,5384.42
114,5388.11
114,5396.26
114,5400.2
114,5400.68
113,5388.11
113,5394.07
113,5395.47
113,5396.26
113,5400.2
113,5409.16
113,5412.27
113,5418.99
113,5420.64
113,5425.52
113,5427.19
113,5432.62
113,5435.66
113,5437.4
113,5453.73
112,5432.62
112,5435.66
112,5442.11
112,5444.63
112,5453.73
112,5458.81
112,5460.48
112,5472.28
112,5476.39
112,5480.6
112,5494.17
112,5494.73
112,5500.78
112,5505.83
111,5494.17
111,5494.73
111,5500.78
111,5502.81
111,5505.83
111,5510.09
111,5520.52
111,5523.29
111,5526.12
111,5528.83
111,5529.76
111,5539.09
111,5540.8
111,5541.45
111,5544.43
111,5549.72
110,5540.8
110,5541.45
110,5542.69
110,5543.12
110,5544.43
110,5547.66
110,5549.72
110,5552.91
110,5557.07
110,5558.59
110,5559.89
110,5561.44
110,5565.75
110,5572.74
110,5574.9
110,5577.75
110,5580.91
110,5581.63
110,5582.3
110,5588.58
110,5596.62
110,5603.16
109,5574.01
109,5574.9
109,5577.75
109,5580.91
109,5588.58
109,5595.16
109,5596.62
109,5601.21
109,5603.16
109,5606.07
109,5607.94
109,5611.13
109,5611.79
109,5616.88
109,5631.86
109,5634.86
109,5641.31
109,5647.09
109,5647.24
109,5650.56
108,5634.86
108,5641.31
108,5647.24
108,5648.02
108,5650.56
108,5666.19
108,5667.2
108,5668.7
108,5678.63
108,5686.77
108,5699.87
108,5708.69
107,5678.63
107,5686.77
107,5702.04
107,5702.5
107,5704.23
107,5707.22
107,5708.69
107,5713.58
107,5717.11
107,5721.21
107,5721.77
107,5723.01
107,5725.83
107,5726.05
107,5726.98
107,5731.57
107,5737.62
107,5743.42
107,5750.98
107,5754.62
106,5726.98
106,5737.62
106,5743.42
106,5750.98
106,5754.62
106,5765.13
106,5769.38
106,5769.78
106,5773.36
106,5777.77
106,5779.0
106,5797.68
106,5802.44
105,5791.25
105,5794.04
105,5802.44
105,5807.31
105,5814.58
105,5817.03
105,5833.99
105,5845.43
105,5871.48
104,5871.48
104,5872.18
104,5872.81
104,5875.67
104,5876.61
104,5893.08
104,5896.92
104,5901.48
104,5907.21
104,5916.02
104,5918.37
104,5927.05
104,5927.87
103,5887.33
103,5893.08
103,5907.21
103,5927.05
103,5927.87
103,5931.58
103,5938.03
103,5950.45
103,5962.43
103,5971.39
103,5975.32
102,5971.39
102,5975.32
102,5987.92
102,5990.7
102,5992.67
102,5995.15
102,5995.79
102,5998.29
102,6006.83
102,6008.74
102,6011.82
102,6013.2
102,6022.7
102,6024.89
102,6034.54
102,6035.08
101,6008.74
101,6011.82
101,6022.7
101,6034.54
101,6040.35
101,6044.26
101,6050.73
101,6054.12
101,6055.06
101,6067.46
101,6080.1
101,6088.95
101,6089.72
101,6103.41
100,6070.7
100,6078.79
100,6079.56
100,6080.91
100,6087.06
100,6104.28
100,6109.22
100,6114.53
100,6116.23
100,6121.16
100,6121.39
100,6122.25
100,6125.53
100,6126.18
100,6134.75
100,6153.7
100,6155.77
100,6166.19
99,6126.18
99,6157.28
99,6171.53
99,6180.14
99,6182.42
99,6189.84
99,6193.62
99,6199.94
99,6205.21
99,6210.4
99,6221.73
99,6226.25
98,6189.84
98,6193.62
98,6199.94
98,6205.21
98,6208.94
98,6210.4
98,6214.44
98,6223.04
98,6226.25
98,6235.92
98,6236.58
98,6244.67
98,6252.21
98,6259.15
98,6262.8
98,6263.15
98,6275.85
97,6262.8
97,6263.15
97,6292.93
97,6293.8
97,6294.63
97,6294.98
97,6302.66
97,6304.99
97,6312.56
97,6328.12
97,6329.03
97,6344.61
97,6347.88
97,6350.49
96,6328.12
96,6329.03
96,6344.61
96,6357.39
96,6357.67
96,6361.43
96,6370.9
96,6373.71
96,6376.59
96,6378.69
96,6381.44
96,6389.16
96,6390.58
96,6408.22
96,6413.67
96,6415.39
95,6389.16
95,6413.67
95,6426.59
95,6448.55
95,6457.05
95,6462.26
95,6468.5
94,6459.07
94,6489.27
94,6492.53
94,6494.99
94,6499.29
94,6503.79
94,6514.16
94,6523.85
94,6533.15
94,6547.53
94,6553.52
94,6555.97
93,6523.85
93,6533.15
93,6547.53
93,6553.52
93,6555.97
93,6579.03
93,6582.05
93,6586.43
93,6587.51
93,6595.28
93,6595.76
93,6621.77
92,6590.36
92,6593.3
92,6595.76
92,6619.99
92,6650.79
92,6656.21
92,6660.52
92,6665.54
92,6670.66
92,6675.42
92,6685.21
91,6664.11
91,6676.54
91,6685.21
91,6696.34
91,6713.1
91,6729.32
91,6729.98
91,6730.62
91,6744.75
91,6758.32
91,6758.97
91,6760.07
90,6735.61
90,6744.75
90,6758.32
90,6771.98
90,6780.18
90,6782.0
90,6782.28
90,6789.61
90,6790.71
90,6800.36
90,6800.62
90,6804.66
90,6807.63
90,6811.2
90,6817.49
90,6825.39
90,6826.56
90,6836.81
89,6825.39
89,6826.56
89,6830.92
89,6836.81
89,6856.0
89,6868.66
89,6870.35
89,6871.78
89,6872.62
89,6872.88
89,6876.65
89,6885.21
89,6888.31
89,6891.2
89,6894.15
88,6888.31
88,6947.41
88,6950.12
88,6967.86
88,7002.73
88,7004.81
87,6994.97
87,7001.2
87,7002.73
87,7004.81
87,7020.5
87,7038.22
87,7047.74
87,7055.56
87,7061.99
87,7062.6
87,7073.04
87,7074.34
87,7086.12
86,7062.6
86,7066.4
86,7074.34
86,7077.28
86,7086.12
86,7102.47
86,7104.55
86,7111.14
86,7111.82
86,7124.01
86,7127.49
86,7132.69
86,7152.26
86,7155.56
86,7156.93
85,7132.69
85,7134.58
85,7150.53
85,7152.26
85,7155.56
85,7156.93
85,7169.18
85,7190.51
85,7214.68
85,7220.04
85,7221.14
85,7222.97
85,7232.85
85,7244.09
84,7220.04
84,7221.14
84,7222.97
84,7232.85
84,7244.09
84,7257.35
84,7258.99
84,7260.18
84,7272.56
84,7286.91
84,7298.28
84,7304.18
84,7307.42
84,7313.53
84,7317.08
84,7325.23
84,7326.83
84,7330.3
83,7326.83
83,7330.3
83,7341.63
83,7343.17
83,7363.38
83,7367.46
83,7385.75
83,7386.21
83,7413.78
83,7420.59
82,7404.29
82,7413.78
82,7419.83
82,7420.59
82,7446.8
82,7449.9
82,7451.66
82,7463.93
82,7483.41
82,7495.49
82,7501.07
82,7510.55
81,7483.41
81,7485.69
81,7501.07
81,7510.55
81,7513.86
81,7525.21
81,7527.58
81,7551.39
81,7567.94
81,7569.83
81,7609.92
80,7600.3
80,7609.92
80,7618.78
80,7622.17
80,7627.8
80,7629.27
80,7634.23
80,7635.87
80,7638.28
80,7639.49
80,7640.88
80,7644.99
80,7653.11
80,7654.43
80,7655.94
80,7660.43
80,7662.13
80,7663.0
80,7668.68
80,7680.24
80,7687.42
80,7693.89
80,7695.92
80,7701.9
79,7680.24
79,7687.42
79,7701.52
79,7712.01
79,7712.39
79,7714.53
79,7716.06
79,7731.08
79,7733.87
79,7744.69
79,7780.63
79,7784.46
79,7791.08
79,7800.5
78,7774.08
78,7784.46
78,7800.5
78,7812.77
78,7815.63
78,7824.54
78,7836.61
78,7843.95
78,7844.42
78,7850.61
78,7851.79
78,7866.19
78,7868.13
78,7874.8
78,7888.45
78,7901.8
78,7902.49
77,7888.45
77,7901.8
77,7902.49
77,7923.04
77,7927.17
77,7939.92
77,7943.91
77,7956.78
77,7963.35
77,7990.17
76,7976.35
76,7990.17
76,7995.88
76,8002.25
76,8026.46
76,8027.93
76,8056.75
76,8095.85
76,8107.62
75,8087.44
75,8095.85
75,8107.62
75,8140.17
75,8161.97
75,8164.3
75,8168.69
75,8174.37
75,8189.16
75,8193.14
75,8204.4
75,8205.46
74,8216.41
74,8233.67
74,8236.61
74,8237.2
74,8254.66
74,8255.88
74,8257.01
74,8266.2
74,8277.9
74,8290.69
74,8297.83
74,8299.46
74,8306.71
74,8323.14
74,8332.74
73,8313.92
73,8323.14
73,8343.77
73,8369.69
73,8390.84
73,8401.57
73,8404.3
72,8423.54
72,8426.34
72,8428.7
72,8447.81
72,8448.83
72,8512.96
72,8514.25
72,8521.67
72,8542.14
72,8546.07
72,8557.29
72,8558.68
71,8557.29
71,8575.48
71,8595.47
71,8618.59
71,8623.69
71,8641.81
71,8667.87
70,8667.87
70,8690.23
70,8709.75
70,8711.63
70,8734.82
70,8750.43
70,8751.57
70,8760.65
70,8775.21
70,8777.98
70,8794.47
70,8807.01
69,8818.59
69,8844.5
69,8850.73
69,8861.45
69,8871.27
69,8877.67
69,8891.63
68,8930.54
68,8951.58
68,8982.17
68,8997.66
68,9000.35
68,9015.0
68,9019.07
68,9034.3
68,9050.73
68,9066.45
67,9047.84
67,9055.97
67,9065.05
67,9109.73
67,9114.03
67,9128.83
67,9131.69
67,9134.78
67,9137.2
67,9138.44
67,9143.06
67,9168.41
67,9173.34
66,9196.12
66,9218.45
66,9230.04
66,9253.12
66,9272.69
66,9292.11
66,9297.52
66,9310.45
66,9320.29
65,9343.27
65,9385.85
65,9391.51
65,9393.16
65,9416.67
65,9434.19
65,9439.4
65,9469.79
65,9473.28
64,9473.28
64,9498.1
64,9502.91
64,9508.0
64,9563.87
64,9569.9
64,9611.12
64,9623.63
64,9627.84
64,9632.21
63,9632.21
63,9635.29
63,9746.23
63,9749.13
62,9798.89
62,9815.39
62,9836.12
62,9858.44
62,9876.52
62,9912.79
62,9913.83
61,9945.79
61,9973.2
61,9977.42
61,9987.79
61,9990.37
61,10042.12
61,10091.9
60,10136.34
60,10143.21
60,10181.31
60,10221.23
60,10260.18
